,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
22240100,Laranjeiras,22240100,Rio de Janeiro,,Rua Leite Leal,RJ,[]
20510150,Tijuca,20510150,Rio de Janeiro,,Rua Itacuruçá,RJ,[]
28660000,,28660000,Bom Jardim,,,RJ,[]
21042080,Maré,21042080,Rio de Janeiro,,Travessa dos Caetés,RJ,[]
21235604,Vista Alegre,21235604,Rio de Janeiro,- de 2043 ao fim - lado ímpar,Avenida Braz de Pina,RJ,[]
21650230,Costa Barros,21650230,Rio de Janeiro,,Rua Laís dos Reis,RJ,[]
21062110,Inhaúma,21062110,Rio de Janeiro,,Rua Valmir,RJ,[]
28500000,,28500000,Cantagalo,,,RJ,[]
26110260,Bom Pastor,26110260,Belford Roxo,,Estrada Belford Roxo,RJ,[]
24452005,Alcântara,24452005,São Gonçalo,- até 598 - lado par,Rua Doutor Alfredo Backer,RJ,[]
26196185,Jardim Ideal,26196185,Belford Roxo,,Rua Nei Pedroso,RJ,[]
27175000,,27175000,Piraí,,,RJ,[]
21735060,Magalhães Bastos,21735060,Rio de Janeiro,,Rua Ernesto Ribeiro,RJ,[]
28634440,Riograndina,28634440,Nova Friburgo,,Rua Francisco Fernandes Barradas,RJ,[]
25550580,Coelho da Rocha,25550580,São João de Meriti,,Rua Safira,RJ,[]
24435813,Porto Novo,24435813,São Gonçalo,,Rua Mário Quintão,RJ,[]
27520281,Vila Julieta,27520281,Resende,- até 609 - lado ímpar,Rua Alfredo Botelho,RJ,[]
22733430,Tanque,22733430,Rio de Janeiro,,Rua da Demolição,RJ,[]
24120047,Fonseca,24120047,Niterói,,Travessa Orleans,RJ,[]
24360300,São Francisco,24360300,Niterói,,Rua Tocantins,RJ,[]
21073340,Olaria,21073340,Rio de Janeiro,,Rua Itacora,RJ,[]
21371170,Vicente de Carvalho,21371170,Rio de Janeiro,,Rua Tiuba,RJ,[]
28630350,Parque Residencial Solares,28630350,Nova Friburgo,,Rua Norberto Alves da Rocha,RJ,[]
27660000,,27660000,Rio das Flores,,,RJ,[]
21215485,Braz de Pina,21215485,Rio de Janeiro,,Rua Seritinga,RJ,[]
26032490,Vila Morro Agudo,26032490,Nova Iguaçu,,Rua Otília,RJ,[]
28635280,Santo André,28635280,Nova Friburgo,,Rua João Cabral Sobrinho,RJ,[]
22753050,Anil,22753050,Rio de Janeiro,,Rua Amparo,RJ,[]
21235420,Irajá,21235420,Rio de Janeiro,,Rua Rocha Freire,RJ,[]
25050250,Gramacho,25050250,Duque de Caxias,,Rua Guaratiba,RJ,[]
25231200,Chácaras Rio-Petrópolis,25231200,Duque de Caxias,,Avenida Carmem Miranda,RJ,[]
22755001,Freguesia (Jacarepaguá),22755001,Rio de Janeiro,- até 271 - lado ímpar,Estrada dos Três Rios,RJ,[]
22765003,Anil,22765003,Rio de Janeiro,- até 813 - lado ímpar,Avenida Tenente-Coronel Muniz de Aragão,RJ,[]
24851612,Centro (Cabuçu),24851612,Itaboraí,,Estrada Vereador Antônio Cícero,RJ,[]
23822520,Amendoeira,23822520,Itaguaí,,Rua Elza Rosa Martins,RJ,[]
24445370,Centro,24445370,São Gonçalo,,Rua João de Souza,RJ,[]
20973011,Benfica,20973011,Rio de Janeiro,- de 759 a 1199 - lado ímpar,Avenida Dom Hélder Câmara,RJ,[]
24111200,Engenhoca,24111200,Niterói,,Travessa Otto,RJ,[]
21351360,Oswaldo Cruz,21351360,Rio de Janeiro,,Rua Fernandes Marinho,RJ,[]
25051240,Jardim Gramacho,25051240,Duque de Caxias,,Rua Carlos Chagas,RJ,[]
23587610,Paciência,23587610,Rio de Janeiro,,Estrada dos Vieiras,RJ,[]
26293555,Ipiranga,26293555,Nova Iguaçu,,Rua Paquetá,RJ,[]
25745070,Itaipava,25745070,Petrópolis,- até 2957 - lado ímpar,Estrada Philuvio Cerqueira Rodrigues,RJ,[]
26140460,Heliópolis,26140460,Belford Roxo,,Rua Monsenhor Solano,RJ,[]
21620390,Ricardo de Albuquerque,21620390,Rio de Janeiro,,Rua Japoara,RJ,[]
24315450,Sapê,24315450,Niterói,,Rua Artur Bento Moura,RJ,[]
21920000,Tauá,21920000,Rio de Janeiro,- até 1151 - lado ímpar,Estrada do Dendê,RJ,[]
22725030,Taquara,22725030,Rio de Janeiro,- de 1075 ao fim - lado ímpar,Estrada do Cafundá,RJ,[]
28614020,Cordoeira,28614020,Nova Friburgo,,Rua Fernandes Ennes,RJ,[]
24130001,Fonseca,24130001,Niterói,- de 441 a 819 - lado ímpar,Alameda São Boaventura,RJ,[]
20975080,Jacaré,20975080,Rio de Janeiro,,Rua Sarandi,RJ,[]
23031280,Guaratiba,23031280,Rio de Janeiro,,Rua Pedro Osório,RJ,[]
27525138,Cidade Alegria,27525138,Resende,- de 822 ao fim - lado par,Rua das Samambaias,RJ,[]
27475000,,27475000,Lídice (Rio Claro),,,RJ,[]
27265550,Morro São Carlos,27265550,Volta Redonda,,Rua Alcedino Garcia Duarte,RJ,[]
24808520,Caluge,24808520,Itaboraí,- lado par,Estrada Ademar Ferreira Torres,RJ,[]
23088600,Campo Grande,23088600,Rio de Janeiro,,Rua Fernando Saboya de Fiuza,RJ,[]
21750438,Realengo,21750438,Rio de Janeiro,(Mal Fonteneli 4553),Rua Oito,RJ,[]
24735210,Santa Isabel,24735210,São Gonçalo,,Rua Alberto Borgeia,RJ,[]
28800000,,28800000,Rio Bonito,,,RJ,[]
25660050,Vila Militar,25660050,Petrópolis,,Rua Elizabeth Tinoco,RJ,[]
22250100,Flamengo,22250100,Rio de Janeiro,,Rua Gabriela Mistral,RJ,[]
28921665,Reserva do Peró,28921665,Cabo Frio,,Rua Quatorze,RJ,[]
21635080,Anchieta,21635080,Rio de Janeiro,,Avenida Antônio Sebastião de Santana,RJ,[]
22031072,Copacabana,22031072,Rio de Janeiro,- de 2 ao fim - lado par,Rua Siqueira Campos,RJ,[]
21331170,Marechal Hermes,21331170,Rio de Janeiro,,Rua Oliveira Junqueira,RJ,[]
28020831,Parque Novo Jockey,28020831,Campos dos Goytacazes,,Rua Augusto dos Anjos,RJ,[]
20921003,São Cristóvão,20921003,Rio de Janeiro,- até 548 - lado par,Rua São Januário,RJ,[]
26130220,Centro,26130220,Belford Roxo,,Rua Dona Dagmar,RJ,[]
24743570,Jóquei Clube,24743570,São Gonçalo,,Rua Diamantino Gonçalves,RJ,[]
24865795,Morada do Sol I (Itambi),24865795,Itaboraí,,Rua Quarenta e Nove,RJ,[]
21833120,Senador Camará,21833120,Rio de Janeiro,,Rua Marinho Rego,RJ,[]
25233400,Pilar,25233400,Duque de Caxias,,Rua Cearense,RJ,[]
24710550,Alcântara,24710550,São Gonçalo,,Rua Joaquim Laranjeiras,RJ,[]
21820097,Bangu,21820097,Rio de Janeiro,- até 680 - lado par,Rua Rio da Prata,RJ,[]
25010008,Centro,25010008,Duque de Caxias,- até 514 - lado par,Avenida Governador Leonel de Moura Brizola,RJ,[]
28013461,Parque Califórnia,28013461,Campos dos Goytacazes,- até 131 - lado ímpar,Rua Tenente-Coronel Cardoso,RJ,[]
25233390,Parque São João,25233390,Duque de Caxias,,Rua São Pedro da Aldeia,RJ,[]
22735120,Tanque,22735120,Rio de Janeiro,,Rua Renato Meira Lima,RJ,[]
24472150,Porto do Rosa,24472150,São Gonçalo,,Rua Frederico Guilherme,RJ,[]
25995292,Vieira,25995292,Teresópolis,"- do km 33,000 ao km 39,000",Estrada Doutor Rogério de Moura Estevão,RJ,[]
28083120,Parque Calabouço,28083120,Campos dos Goytacazes,,Rua José de Vasconcelos Alvarenga,RJ,[]
26298521,Km 32,26298521,Nova Iguaçu,,Rua São Sebastião,RJ,[]
25716231,Cascatinha,25716231,Petrópolis,,Travessa Cândido Borsato,RJ,[]
23530136,Sepetiba,23530136,Rio de Janeiro,(Lot Coqueiral),Rua Dois,RJ,[]
24723495,Barracão,24723495,São Gonçalo,,Rua Itacava,RJ,[]
24721480,Santa Luzia,24721480,São Gonçalo,,Rua Expedicionário José Leite da Silva,RJ,[]
28680000,,28680000,Cachoeiras de Macacu,,,RJ,[]
22060001,Copacabana,22060001,Rio de Janeiro,- de 833 a 1107 - lado ímpar,Avenida Nossa Senhora de Copacabana,RJ,[]
21235370,Irajá,21235370,Rio de Janeiro,,Rua José Borges,RJ,[]
20975090,Jacarezinho,20975090,Rio de Janeiro,,Rua Bráulio Cordeiro,RJ,[]
20950360,Engenho Novo,20950360,Rio de Janeiro,,Rua Juiz Jorge Salomão,RJ,[]
24730360,Amendoeira,24730360,São Gonçalo,,Rua Francisco de Almeida,RJ,[]
26116365,Piam,26116365,Belford Roxo,,Rua Morais e Castro,RJ,[]
23935005,Parque Belém (Cunhambebe),23935005,Angra dos Reis,,Avenida Bom Jesus,RJ,[]
24812448,Santo Expedito,24812448,Itaboraí,,Rua Emília Andrade,RJ,[]
21530170,Coelho Neto,21530170,Rio de Janeiro,,Rua Ouseley,RJ,[]
23812580,Jardim América,23812580,Itaguaí,,Rua Uruguai,RJ,[]
22611201,Barra da Tijuca,22611201,Rio de Janeiro,- até 783 - lado ímpar,Estrada da Barra da Tijuca,RJ,[]
24715407,Jardim Catarina,24715407,São Gonçalo,- até Quadra 80,Rua Cardeal Montini,RJ,[]
22725549,Tanque,22725549,Rio de Janeiro,- até 614/615,Rua Jordão,RJ,[]
21371580,Vicente de Carvalho,21371580,Rio de Janeiro,,Rua Dona Maria Enfermeira,RJ,[]
21310100,Madureira,21310100,Rio de Janeiro,,Travessa Tomé de Alvarenga,RJ,[]
27963712,Parque Aeroporto,27963712,Macaé,,Avenida Nelson Correa Brum,RJ,[]
26420190,Parque Guandu,26420190,Japeri,,Rua Gaivota,RJ,[]
24422790,Mutondo,24422790,São Gonçalo,,Rua Mena Barreto,RJ,[]
25071000,Parque Paulicéia,25071000,Duque de Caxias,,Rua Paraná,RJ,[]
21310060,Madureira,21310060,Rio de Janeiro,,Travessa Maria José,RJ,[]
21930310,Pitangueiras,21930310,Rio de Janeiro,,Rua Professor Alberto Meyer,RJ,[]
24431370,Gradim,24431370,São Gonçalo,,Rua Lúcia Pereira,RJ,[]
29101115,Praia da Costa,29101115,Vila Velha,,Rua João Pessoa de Mattos,ES,[]
25955041,Fazendinha,25955041,Teresópolis,- de 800/801 ao fim,Rua Jaguaribe,RJ,[]
24890000,,24890000,Tanguá,,,RJ,[]
26135550,Andrade Araujo,26135550,Belford Roxo,,Rua Flores,RJ,[]
25565020,Vilar dos Teles,25565020,São João de Meriti,,Rua Dardo,RJ,[]
21865470,Bangu,21865470,Rio de Janeiro,,Via Um,RJ,[]
21910250,Tauá,21910250,Rio de Janeiro,,Rua Érico Coelho,RJ,[]
21730307,Realengo,21730307,Rio de Janeiro,(Cj Batam),Travessa Maria Clara,RJ,[]
25957247,Araras,25957247,Teresópolis,- até 1000 - lado par,Rua Paraná,RJ,[]
23070550,Campo Grande,23070550,Rio de Janeiro,,Rua Antônio Lago,RJ,[]
25680400,Retiro,25680400,Petrópolis,,Rua Doutor Hans Bistrischan,RJ,[]
27910000,Centro,27910000,Macaé,,Rua Governador Roberto Silveira,RJ,[]
26600000,,26600000,Paracambi,,,RJ,[]
26553495,Edson Passos,26553495,Mesquita,,Rua Aurélia,RJ,[]
21921590,Jardim Carioca,21921590,Rio de Janeiro,,Rua Tupirama,RJ,[]
21630220,Anchieta,21630220,Rio de Janeiro,,Rua Jaruva,RJ,[]
26082010,Cacuia,26082010,Nova Iguaçu,,Travessa Tinguá,RJ,[]
27264432,São Cristóvão,27264432,Volta Redonda,- de 958 ao fim - lado par,Rua Vereador Francisco Evangelista Delgado,RJ,[]
23943000,Bracuí (Cunhambebe),23943000,Angra dos Reis,"- do km 504,200 ao km 505,199",Rodovia Procurador Haroldo Fernandes Duarte,RJ,[]
28930000,,28930000,Arraial do Cabo,,,RJ,[]
25045270,Jardim das Oliveiras,25045270,Duque de Caxias,,Rua José de Azevedo,RJ,[]
24130081,Fonseca,24130081,Niterói,- de 1035 ao fim - lado ímpar,Avenida Professor João Brasil,RJ,[]
24726067,Bom Retiro,24726067,São Gonçalo,,Rua Sampaio Vilas Boas,RJ,[]
21870280,Bangu,21870280,Rio de Janeiro,,Rua Emílio Ribas,RJ,[]
20020000,Centro,20020000,Rio de Janeiro,,Avenida Erasmo Braga,RJ,[]
24914100,Parque Nanci,24914100,Maricá,,Rua Albatroz,RJ,[]
27120320,Vila Helena,27120320,Barra do Piraí,,Avenida Vereador Chequer Elías,RJ,[]
23898018,Campo Lindo,23898018,Seropédica,,Rua Raimundo Antônio dos Santos,RJ,[]
25710164,Itamarati,25710164,Petrópolis,,Servidão José Gonçalves Aldeia,RJ,[]
23030360,Guaratiba,23030360,Rio de Janeiro,- até 2546/2547,Estrada do Morro Cavado,RJ,[]
20720170,Méier,20720170,Rio de Janeiro,,Rua Lópes da Cruz,RJ,[]
23587550,Paciência,23587550,Rio de Janeiro,,Rua E,RJ,[]
21853032,Bangu,21853032,Rio de Janeiro,- até 1398 - lado par,Estrada do Guandu do Sena,RJ,[]
26310450,Ponte Preta,26310450,Queimados,,Rua Abílio Xavier dos Santos,RJ,[]
22031011,Copacabana,22031011,Rio de Janeiro,- de 1 ao fim - lado ímpar,Rua Figueiredo Magalhães,RJ,[]
28470970,Centro,28470970,Santo Antônio de Pádua,,Praça Pereira Lima 162,RJ,[]
21050780,Bonsucesso,21050780,Rio de Janeiro,,Rua General Galiene,RJ,[]
25086050,Vila São Luís,25086050,Duque de Caxias,- até 611/612,Rua Santo Antônio,RJ,[]
24867408,Gebara (Itambi),24867408,Itaboraí,,Rua Daniel Cosmos,RJ,[]
26562021,Santo Elias,26562021,Mesquita,- de 171 ao fim - lado ímpar,Rua Bráulio,RJ,[]
21061530,Inhaúma,21061530,Rio de Janeiro,,Rua Sonora,RJ,[]
26125480,São Francisco de Assis,26125480,Belford Roxo,,Rua Tambaú,RJ,[]
26584150,Edson Passos,26584150,Mesquita,,Praça da Revolução,RJ,[]
27250000,Água Limpa,27250000,Volta Redonda,,Rua Cravinas,RJ,[]
24020080,Centro,24020080,Niterói,- de 1 a 35 - lado ímpar,Rua da Conceição,RJ,[]
24456090,Trindade,24456090,São Gonçalo,,Rua Viçosa,RJ,[]
21530012,Colégio,21530012,Rio de Janeiro,- de 8377 a 9649 - lado ímpar,Avenida Pastor Martin Luther King Jr,RJ,[]
21032020,Ramos,21032020,Rio de Janeiro,,Rua Sargento Pinto de Oliveira,RJ,[]
21021000,Penha,21021000,Rio de Janeiro,,Rua Afonso Ribeiro,RJ,[]
22753005,Itanhangá,22753005,Rio de Janeiro,,Estrada do Itanhangá,RJ,[]
21220560,Vila da Penha,21220560,Rio de Janeiro,,Avenida Padre Roser,RJ,[]
23510360,Santa Cruz,23510360,Rio de Janeiro,- até 2272/2273,Avenida Antares,RJ,[]
26130100,Centro,26130100,Belford Roxo,,Rua Firmino Leite,RJ,[]
24815428,City Areal,24815428,Itaboraí,,Rua F,RJ,[]
21863080,Bangu,21863080,Rio de Janeiro,,Rua Homero Pinto Caputo,RJ,[]
24920640,Balneário Bambuí (Ponta Negra),24920640,Maricá,,Avenida Braulino Venâncio da Costa,RJ,[]
26560500,Santo Elias,26560500,Mesquita,,Rua Nestor,RJ,[]
28770000,,28770000,Santa Maria Madalena,,,RJ,[]
25581110,Venda Velha,25581110,São João de Meriti,,Rua Anastácio Correia,RJ,[]
27283590,Jardim Primavera,27283590,Volta Redonda,,Rua Olegário Ponciano Werner,RJ,[]
25680290,Quarteirão Brasileiro,25680290,Petrópolis,,Rua Atílio Marotti,RJ,[]
23060500,Cosmos,23060500,Rio de Janeiro,,Rua Buranhem,RJ,[]
26530010,Centro,26530010,Nilópolis,,Rua Antônio Cardoso Leal,RJ,[]
21371440,Irajá,21371440,Rio de Janeiro,,Rua Amandiu,RJ,[]
27313280,Vila Maria,27313280,Barra Mansa,,Rua Antônio Graciano da Rocha,RJ,[]
28950000,,28950000,Armação dos Búzios,,,RJ,[]
26012840,Carolina,26012840,Nova Iguaçu,,Rua Professor Eduardo Vianna,RJ,[]
28010000,Centro,28010000,Campos dos Goytacazes,,Praça Santíssimo Salvador,RJ,[]
27240515,Vila Rica,27240515,Volta Redonda,,Rua do Campo,RJ,[]
22753212,Jacarepaguá,22753212,Rio de Janeiro,- de 2915 a 3893 - lado ímpar,Estrada de Jacarepaguá,RJ,[]
25272410,Parada Angélica,25272410,Duque de Caxias,,Rua Angélica Facine,RJ,[]
26564090,Jacutinga,26564090,Mesquita,,Travessa Olívia de Brito,RJ,[]
27913140,Centro,27913140,Macaé,,Rua da Igualdade,RJ,[]
27277210,Retiro,27277210,Volta Redonda,,Avenida Santa Rita,RJ,[]
28899374,Residencial Praia Âncora,28899374,Rio das Ostras,,Rua das Camélias,RJ,[]
21531090,Acari,21531090,Rio de Janeiro,,Rua Olaria,RJ,[]
28245000,,28245000,Itabapoana (São Francisco de Itabapoana),,,RJ,[]
27935500,Campo do Oeste,27935500,Macaé,,Rua Equador,RJ,[]
26187040,São José,26187040,Belford Roxo,,Rua Dona Afra,RJ,[]
25050510,Jardim Gramacho,25050510,Duque de Caxias,- de 312/313 ao fim,Rua Tocantins,RJ,[]
20230024,Centro,20230024,Rio de Janeiro,- até 61 - lado ímpar,Rua Washington Luís,RJ,[]
22210030,Flamengo,22210030,Rio de Janeiro,- até 193/194,Praia do Flamengo,RJ,[]
21922200,Tauá,21922200,Rio de Janeiro,,Rua Livramento,RJ,[]
26123050,Heliópolis,26123050,Belford Roxo,,Rua João Alves de Farias,RJ,[]
24422710,Mutondo,24422710,São Gonçalo,,Rua Mário Gouveia,RJ,[]
26383230,Vila do Tinguá,26383230,Queimados,,Rua Janira,RJ,[]
22251040,Botafogo,22251040,Rio de Janeiro,,Rua Marquês de Olinda,RJ,[]
21020002,Penha,21020002,Rio de Janeiro,- até 236 - lado par,Rua Honório Bicalho,RJ,[]
23946010,Frade (Cunhambebe),23946010,Angra dos Reis,,Rua São Sebastião,RJ,[]
25212610,Vila Urussaí,25212610,Duque de Caxias,,Rua P,RJ,[]
21921330,Tauá,21921330,Rio de Janeiro,,Rua Artur Magioli,RJ,[]
21921270,Tauá,21921270,Rio de Janeiro,,Rua Anajamirim,RJ,[]
25260150,Vila Santa Cruz,25260150,Duque de Caxias,,Rua Azulão,RJ,[]
25555820,Vilar dos Teles,25555820,São João de Meriti,,Rua Araruama,RJ,[]
21041620,Manguinhos,21041620,Rio de Janeiro,,Rua Manoel Ribeiro Vasconcelos,RJ,[]
21550610,Bento Ribeiro,21550610,Rio de Janeiro,,Rua Paramirim,RJ,[]
21842700,Senador Camará,21842700,Rio de Janeiro,,Rua José Thompson,RJ,[]
27925440,Lagoa,27925440,Macaé,,Rua Professora Eda Moreira Daflon,RJ,[]
25770460,Posse,25770460,Petrópolis,"- até km 10,000",Estrada Silveira da Mota,RJ,[]
26140220,Areia Branca,26140220,Belford Roxo,,Rua Igarapava,RJ,[]
25230140,Chácaras Rio-Petrópolis,25230140,Duque de Caxias,,Rua Felicidade,RJ,[]
26010300,Parque Bárbara,26010300,Nova Iguaçu,,Rua Lela,RJ,[]
24220002,Icaraí,24220002,Niterói,- até 106 - lado par,Rua Miguel de Frias,RJ,[]
21042640,Bonsucesso,21042640,Rio de Janeiro,,Beco São Bento,RJ,[]
21810210,Padre Miguel,21810210,Rio de Janeiro,- de 454/455 ao fim,Rua Ubatuba,RJ,[]
21042160,Bonsucesso,21042160,Rio de Janeiro,,Rua Meireles,RJ,[]
24743100,Jóquei Clube,24743100,São Gonçalo,,Avenida do Contorno,RJ,[]
22020002,Copacabana,22020002,Rio de Janeiro,- de 33 a 485 - lado ímpar,Avenida Nossa Senhora de Copacabana,RJ,[]
24451800,Jardim Fluminense,24451800,São Gonçalo,,Rua Nestor Amaral,RJ,[]
21850330,Bangu,21850330,Rio de Janeiro,,Travessa Croácia,RJ,[]
27510200,Nova Liberdade,27510200,Resende,,Rua Humaitá,RJ,[]
25645090,Simeria,25645090,Petrópolis,,Rua Manuel Francisco de Paula,RJ,[]
23013550,Senador Vasconcelos,23013550,Rio de Janeiro,- até 1239/1240,Estrada do Pre,RJ,[]
27540200,Fazenda da Barra 2,27540200,Resende,,Avenida São João Del Rey,RJ,[]
25555120,Jardim Meriti,25555120,São João de Meriti,,Rua Otávio Mangabeira,RJ,[]
24815412,City Areal,24815412,Itaboraí,,Rua C,RJ,[]
20735220,Todos os Santos,20735220,Rio de Janeiro,,Rua Domingos Freire,RJ,[]
24800342,Jardim Imperial,24800342,Itaboraí,,Rua Rosa Cristina Rulff Vargas,RJ,[]
23895295,Fazenda Caxias,23895295,Seropédica,,Rua Maria Lourenço,RJ,[]
20755300,Engenho de Dentro,20755300,Rio de Janeiro,,Rua Dona Eugênia,RJ,[]
26584160,Edson Passos,26584160,Mesquita,- até 625 - lado ímpar,Rua João Bittencourt,RJ,[]
26376140,Vila Americana,26376140,Queimados,(Vl Americana),Rua Santos Dumont,RJ,[]
21044020,Ramos,21044020,Rio de Janeiro,- até 219/220,Avenida Brigadeiro Trompowski,RJ,[]
24753130,Rio do Ouro,24753130,São Gonçalo,,Travessa Modelo,RJ,[]
21240700,Vigário Geral,21240700,Rio de Janeiro,,Praça Irineu Machado,RJ,[]
21825200,Bangu,21825200,Rio de Janeiro,,Rua Cassiterita,RJ,[]
27211680,Volta Grande,27211680,Volta Redonda,,Rua Mil e Quarenta e Um,RJ,[]
27330470,Minerlândia,27330470,Barra Mansa,,Rua Iguape,RJ,[]
27940076,Sol e Mar,27940076,Macaé,- lado ímpar,Rua Coronel Sizenando de Souza,RJ,[]
20730350,Engenho de Dentro,20730350,Rio de Janeiro,,Rua Maria Paula,RJ,[]
21044120,Bonsucesso,21044120,Rio de Janeiro,,Rua Maçaranduba,RJ,[]
28165971,Conselheiro Josino,28165971,Vila Nova de Campos (Campos dos Goytacazes),,Rua Principal s/n,RJ,[]
28633010,Duas Pedras,28633010,Nova Friburgo,,Avenida dos Ferroviários,RJ,[]
21715150,Realengo,21715150,Rio de Janeiro,- até 1388/1389,Rua Limites,RJ,[]
21046530,Maré,21046530,Rio de Janeiro,(Vl do João),Rua Educação,RJ,[]
25265356,Parada Morabi,25265356,Duque de Caxias,,Rua Cipreste,RJ,[]
25815070,Vila Isabel,25815070,Três Rios,,Rua Professor Moreira,RJ,[]
25225000,Parque Marilandia,25225000,Duque de Caxias,,Rua Baleares,RJ,[]
21620150,Anchieta,21620150,Rio de Janeiro,,Rua Calatéia,RJ,[]
27910520,Centro,27910520,Macaé,,Vila João Rangel de Brito,RJ,[]
26383200,Vila do Tinguá,26383200,Queimados,,Rua Nena,RJ,[]
20271021,Maracanã,20271021,Rio de Janeiro,- lado ímpar,Rua Ibituruna,RJ,[]
24220261,Icaraí,24220261,Niterói,- lado par,Rua Mem de Sá,RJ,[]
24465400,Brasilândia,24465400,São Gonçalo,,Rua Miguel Ângelo,RJ,[]
26012452,Vila São Luis,26012452,Nova Iguaçu,,Rua Cosme e Damião,RJ,[]
21020390,Penha,21020390,Rio de Janeiro,,Rua Fuas Roupinho,RJ,[]
21875260,Bangu,21875260,Rio de Janeiro,,Rua Arari,RJ,[]
27511100,Centro,27511100,Resende,,Rua Padre Marques,RJ,[]
25580640,Jardim Jurema,25580640,São João de Meriti,,Rua Formiga,RJ,[]
23826507,Leandro,23826507,Itaguaí,,Rua Antonia Vieira da Veiga,RJ,[]
21941912,Cidade Universitária,21941912,Rio de Janeiro,,Rua Bruno Lobo 50,RJ,[]
24415320,Barro Vermelho,24415320,São Gonçalo,,Rua João Pessoa,RJ,[]
27525600,Morada da Montanha,27525600,Resende,,Rua Edmundo Teixeira,RJ,[]
25245300,Capivari,25245300,Duque de Caxias,,Rua Lima Castro,RJ,[]
24358270,Piratininga,24358270,Niterói,,Rua Doutor Marcolino Gomes Candau,RJ,[]
25261160,Parque Paulista,25261160,Duque de Caxias,,Rua Aiala,RJ,[]
24901125,Centro,24901125,Maricá,,Rua Alicia Mancu Rodrigues,RJ,[]
25020130,Vila Meriti,25020130,Duque de Caxias,- até 528/529,Rua Jorge Vieira de Medeiros,RJ,[]
26556000,Coréia,26556000,Mesquita,- lado par,Avenida Brasil,RJ,[]
27513020,Santo Amaro,27513020,Resende,,Rua C,RJ,[]
28928562,Unamar (Tamoios),28928562,Cabo Frio,,Rua das Anchovas,RJ,[]
22763050,Freguesia (Jacarepaguá),22763050,Rio de Janeiro,,Rua Cunha Pedrosa,RJ,[]
24751320,Tribobó,24751320,São Gonçalo,,Rua Cecília Correia,RJ,[]
27220150,Caieira,27220150,Volta Redonda,,Rua Oswaldo de Andrade,RJ,[]
21765610,Realengo,21765610,Rio de Janeiro,,Rua Gomes de Sousa,RJ,[]
25809340,Boa União,25809340,Três Rios,,Rua Rio Grande do Norte,RJ,[]
24732270,Pacheco,24732270,São Gonçalo,,Rua Expedicionário Antônio Coelho da Silveira,RJ,[]
25976245,Fonte Santa,25976245,Teresópolis,,Estrada Plutão,RJ,[]
24110812,Barreto,24110812,Niterói,,Travessa Lassance,RJ,[]
25231290,Chácaras Rio-Petrópolis,25231290,Duque de Caxias,,Avenida Boacu,RJ,[]
23520660,Santa Cruz,23520660,Rio de Janeiro,- até 1002/1003,Estrada de Sepetiba,RJ,[]
27264200,Minerlândia,27264200,Volta Redonda,,Rua Andrelândia,RJ,[]
27276470,Açude,27276470,Volta Redonda,,Rua Edgar Teles,RJ,[]
24732000,Pacheco,24732000,São Gonçalo,,Estrada da Lagoinha,RJ,[]
26116740,Santa Amélia,26116740,Belford Roxo,,Rua Ariapo,RJ,[]
25035160,Vila Leopoldina,25035160,Duque de Caxias,,Rua Boa Vista,RJ,[]
20750160,Pilares,20750160,Rio de Janeiro,,Rua Domingos Pires,RJ,[]
24210000,São Domingos,24210000,Niterói,- até 118/119,Rua General Andrade Neves,RJ,[]
23550270,Santa Cruz,23550270,Rio de Janeiro,,Rua Orminda Martins,RJ,[]
24210445,Ingá,24210445,Niterói,,Rua Doutor Paulo Alves,RJ,[]
27197000,,27197000,Pinheiral,,,RJ,[]
26063510,Tinguá,26063510,Nova Iguaçu,,Rua João da Silveira Bueno,RJ,[]
25635412,Castelanea,25635412,Petrópolis,,Caminho do Paraíso,RJ,[]
21032140,Bonsucesso,21032140,Rio de Janeiro,,Rua Barros Barreto,RJ,[]
24415000,Vila Lage,24415000,São Gonçalo,- lado par,Avenida Lúcio Tomé Feteira,RJ,[]
28924180,Gamboa,28924180,Cabo Frio,,Rua José Rodrigues Povoas,RJ,[]
25220050,Parque João Pessoa,25220050,Duque de Caxias,,Rua Ministro Lindolfo Collor,RJ,[]
21863410,Padre Miguel,21863410,Rio de Janeiro,,Rua Cinquenta e Seis,RJ,[]
22763627,Gardênia Azul,22763627,Rio de Janeiro,,Avenida Isabel Domingues,RJ,[]
